chr	start	end	startCpG	endCpG	target	name	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
chr4	48679336	48679573	6546882	6546890	Colon-Ep	chr4:48679336-48679573	U	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0
chr4	48679616	48680504	6546891	6546909	Colon-Ep	chr4:48679616-48680504	U	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.992	0.0	0.0	0.021	0.0	0.0	0.002	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.0
chr4	69018630	69018725	6664611	6664616	Head-Neck-Ep	chr4:69018630-69018725	U	0.0	0.01	0.0	0.013	0.004	0.026	0.005	0.025	0.017	0.007	0.005	0.053	0.16	0.0	0.0	0.963	0.0	0.02	0.0	0.027	0.0	0.169	0.004	0.0	0.076	0.041	0.014	0.016	0.02	0.0	0.0	0.009	0.019	0.009	0.085	0.012
chr4	72059033	72059669	6684820	6684836	Pancreas-Duct	chr4:72059033-72059669	U	0.0	0.0	0.009	0.0	0.0	0.0	0.002	0.0	0.0	0.005	0.002	0.0	0.127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.006	0.0	0.0	0.023	0.0	0.016	0.016	0.975	0.0	0.0	0.0	0.0	0.0	0.0
chr4	72062706	72063597	6684855	6684862	Pancreas-Duct	chr4:72062706-72063597	U	0.0	0.009	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.005	0.005	0.083	0.19	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.01	0.0	0.014	0.942	0.0	0.0	0.0	0.0	0.023	0.0
chr4	72065389	72065648	6684866	6684872	Pancreas-Duct	chr4:72065389-72065648	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.1	0.157	0.0	0.006	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.873	0.0	0.0	0.0	0.015	0.014	0.0
chr4	72078860	72080224	6684944	6684955	Pancreas-Duct	chr4:72078860-72080224	U	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.345	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235	1.0	0.333	0.0	0.0	0.0	0.0	0.0
chr4	72091063	72091933	6685060	6685067	Pancreas-Duct	chr4:72091063-72091933	U	0.0	0.0	NA	0.0	0.083	NA	0.0	NA	0.0	0.0	0.0	NA	0.25	0.0	0.0	0.0	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	72100165	72101049	6685128	6685143	Pancreas-Duct	chr4:72100165-72101049	U	0.011	0.003	0.003	0.004	0.002	0.0	0.001	0.0	0.0	0.0	0.01	0.0	0.142	0.0	0.0	0.067	0.0	0.004	0.0	0.0	0.011	0.032	0.011	0.0	0.0	0.013	0.0	0.0	0.0	0.895	0.08	0.0	0.007	0.0	0.013	0.0
chr4	72122185	72123479	6685258	6685265	Pancreas-Duct	chr4:72122185-72123479	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4	72151093	72151944	6685436	6685450	Pancreas-Duct	chr4:72151093-72151944	U	0.0	0.0	0.004	0.005	0.0	0.0	0.002	0.0	0.0	0.0	0.008	0.0	0.099	0.0	0.0	0.0	0.0	0.011	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.813	0.0	0.0	0.009	0.0	0.008	0.0
chr4	84219356	84219552	6772188	6772193	Megakaryocytes	chr4:84219356-84219552	U	0.042	0.0	0.129	0.046	0.126	0.056	0.005	0.015	0.024	0.008	0.01	0.0	0.333	0.0	0.0	0.004	0.0	0.011	0.0	0.008	0.0	0.0	0.005	0.0	0.0	0.032	0.0	0.017	0.0	0.0	1.0	0.0	0.026	0.0	0.037	0.0
chr4	87911546	87912120	6798192	6798202	Pancreas-Acinar	chr4:87911546-87912120	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.002	0.022	0.017	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.975	0.0	0.0	0.017	0.045	0.0	0.0	0.0	0.0	0.0	0.0
chr4	100342854	100343193	6879371	6879377	Prostate-Ep	chr4:100342854-100343193	U	0.0	0.026	0.0	0.0	0.005	0.0	0.006	0.0	0.0	0.004	0.0	0.0	0.152	0.0	0.002	0.0	0.0	0.007	0.0	0.004	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.79	0.0	0.005	0.0	0.0
chr4	103637380	103638408	6899986	6899993	Lung-Ep-Alveo	chr4:103637380-103638408	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0
chr4	110434478	110434728	6943418	6943429	Liver-Hep	chr4:110434478-110434728	U	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	128912121	128912568	7064607	7064621	Pancreas-Alpha	chr4:128912121-128912568	U	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.016	0.042	0.0	0.0	0.001	0.0	0.004	0.097	0.0	0.0	0.0	0.012	0.0	0.005	0.007	0.854	0.106	0.019	0.0	0.0	0.0	0.0	0.0	0.003	0.005
chr4	129735232	129735504	7072977	7072982	Kidney-Ep	chr4:129735232-129735504	U	0.031	0.0	0.0	0.059	0.0	0.0	0.002	0.0	0.033	0.0	0.0	0.0	0.025	0.0	0.005	0.0	0.0	0.0	0.724	0.0	0.007	0.0	0.015	0.0	0.0	0.005	0.0	0.0	0.0	0.036	0.0	0.007	0.0	0.0	0.006	0.0
chr4	141041822	141042347	7145657	7145663	Smooth-Musc	chr4:141041822-141042347	U	NA	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	0.0	0.0	NA	0.0	0.0	0.0	0.0	NA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	0.0	0.0	0.0	0.0	NA	0.0	0.0	0.0	0.5	0.0
chr4	147484842	147485419	7189780	7189786	Pancreas-Alpha	chr4:147484842-147485419	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	159776363	159776554	7280289	7280294	Oligodend	chr4:159776363-159776554	U	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.09	0.0	0.0	0.003	0.009	0.0	0.065	0.0	0.0	0.0	0.036	0.862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0
chr4	178322231	178322467	7409234	7409248	Small-Int-Ep	chr4:178322231-178322467	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.006	0.0	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.935	0.0	0.0
chr4	185707763	185707951	7479672	7479678	Oligodend	chr4:185707763-185707951	U	0.093	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.045	0.899	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0
chr4	187344569	187344896	7501408	7501413	Smooth-Musc	chr4:187344569-187344896	U	0.092	0.0	0.026	0.0	0.009	0.033	0.018	0.0	0.0	0.0	0.111	0.0	0.393	0.0	0.005	0.005	0.028	0.289	0.0	0.035	0.0	0.0	0.0	0.0	0.017	0.027	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.521	0.0
chr5	1368683	1368879	7582892	7582897	Small-Int-Ep	chr5:1368683-1368879	U	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.002	0.0	0.126	0.0	0.004	0.003	0.011	0.036	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.1	0.0	0.021	0.958	0.044	0.013
chr5	1475254	1475347	7585587	7585592	Blood-Granul	chr5:1475254-1475347	U	0.0	0.0	0.007	0.991	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126	0.009	0.0	0.0	0.008	0.0	0.003	0.004	0.006	0.0	0.003	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.181	0.0	0.0	0.0
chr5	1808108	1808452	7593446	7593458	Breast-Basal-Ep	chr5:1808108-1808452	U	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.009	0.0	0.001	0.0	0.014	0.0	0.0	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0
chr5	4024461	4025084	7626866	7626871	Smooth-Musc	chr5:4024461-4025084	U	0.0	0.0	0.0	0.0	0.0	0.333	0.167	NA	0.0	0.0	0.5	NA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	0.0	NA	NA	1.0	NA	NA	NA	0.0	NA	0.0	0.0	0.0	0.333	0.0
chr5	5303926	5304132	7638523	7638529	Adipocytes	chr5:5303926-5304132	U	0.57	0.013	0.043	0.012	0.008	0.017	0.012	0.088	0.133	0.012	0.116	0.04	0.146	0.0	0.02	0.012	0.014	0.236	0.0	0.006	0.056	0.08	0.076	0.0	0.083	0.158	0.019	0.059	0.043	0.0	0.0	0.0	0.156	0.009	0.35	0.0
chr5	17170760	17171196	7746834	7746840	Endothel	chr5:17170760-17171196	U	0.375	0.333	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.796	0.0	0.3	0.0	0.0	0.015	0.05	0.059	0.0	0.047	0.034	0.069	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333	0.0	0.071	0.0	0.025	0.0
chr5	32098278	32098496	7845643	7845650	Endothel	chr5:32098278-32098496	U	0.253	0.009	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.721	0.0	0.034	0.0	0.003	0.03	0.037	0.022	0.0	0.047	0.0	0.0	0.041	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.043	0.014	0.008	0.0
chr5	32229751	32229932	7847718	7847725	Liver-Hep	chr5:32229751-32229932	U	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.01	0.009	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	39201956	39202821	7905708	7905722	Blood-T	chr5:39201956-39202821	U	0.0	0.0	0.005	0.0	0.03	0.016	0.821	0.0	0.0	0.003	0.001	0.022	0.113	0.0	0.0	0.004	0.0	0.006	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.034	0.0	0.009	0.009	0.0	0.0	0.0	0.009	0.0	0.024	0.0
chr5	43316070	43316451	7935474	7935480	Pancreas-Beta	chr5:43316070-43316451	U	0.0	0.0	0.024	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.012	0.0	0.097	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.087	0.955	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	45128099	45128340	7946633	7946643	Pancreas-Beta	chr5:45128099-45128340	U	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.003	0.004	0.03	0.147	0.0	0.005	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.958	0.011	0.0	0.0	0.0	0.026	0.005	0.028	0.0
chr5	53433340	53434106	7980235	7980241	Lung-Ep-Bron	chr5:53433340-53434106	U	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	NA	0.0	0.0	0.0	0.0	0.0	NA	0.0	NA	NA	0.0	0.0	0.0	0.0	NA
chr5	57310246	57310710	8013498	8013504	Pancreas-Alpha	chr5:57310246-57310710	U	0.0	0.0	0.205	0.0	0.019	0.042	0.167	0.0	0.0	0.0	0.0	0.0	0.269	0.0	0.011	0.0	0.0	0.032	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.053	0.962	0.0	0.038	0.042	0.0	0.0	0.0	0.062	0.059	0.0
chr5	58395983	58396402	8020757	8020765	Prostate-Ep	chr5:58395983-58396402	U	0.0	0.273	0.0	0.0	0.003	0.022	0.014	0.0	0.0	0.023	0.002	0.036	0.211	0.0	0.0	0.0	0.0	0.033	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.908	0.0	0.0	0.128	0.0
chr5	61757253	61757581	8044130	8044135	Lung-Ep-Alveo	chr5:61757253-61757581	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.865	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	68613848	68614345	8092674	8092687	Blood-Granul	chr5:68613848-68614345	U	0.03	0.0	0.0	0.962	0.086	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.054	0.0	0.002	0.002	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.007	0.0	0.0	0.0	0.0	0.056	0.0	0.175	0.0	0.004	0.009
chr5	70827496	70827687	8115866	8115873	Small-Int-Ep	chr5:70827496-70827687	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.856	0.008	0.0
chr5	71853664	71853919	8124590	8124595	Endothel	chr5:71853664-71853919	U	0.2	0.0	0.0	0.364	0.111	0.0	0.016	0.0	0.0	0.0	0.774	0.0	0.636	0.0	0.0	0.171	0.0	0.0	0.0	0.04	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.071	0.0
chr5	72316217	72316797	8128503	8128513	Pancreas-Alpha	chr5:72316217-72316797	U	0.0	0.0	0.0	0.0	0.0	0.008	0.003	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.004	0.0	0.0	0.0	0.0	0.004	0.01	0.0	0.0	0.0	0.0	0.007	0.952	0.07	0.059	0.007	0.0	0.0	0.0	0.021	0.01	0.0
chr5	74826137	74826703	8150608	8150615	Kidney-Ep	chr5:74826137-74826703	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0
chr5	76014256	76014548	8160297	8160302	Endothel	chr5:76014256-76014548	U	0.415	0.021	0.0	0.091	0.051	0.0	0.0	0.029	0.0	0.013	0.817	0.0	0.154	0.0	0.0	0.021	0.022	0.377	0.0	0.012	0.0	0.0	0.033	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.017	0.111	0.0	0.015	0.0
chr5	77819955	77820340	8177895	8177904	Endothel	chr5:77819955-77820340	U	0.383	0.006	0.0	0.0	0.021	0.0	0.012	0.015	0.0	0.0	0.731	0.0	0.038	0.0	0.0	0.013	0.021	0.153	0.019	0.019	0.0	0.0	0.003	0.025	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.057	0.009	0.062	0.009
chr5	77841405	77841624	8178166	8178172	Thyroid-Ep	chr5:77841405-77841624	U	0.011	0.032	0.0	0.0	0.003	0.0	0.005	0.021	0.0	0.0	0.0	0.0	0.165	0.0	0.0	0.003	0.0	0.01	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	1.0
chr5	80476007	80476312	8203975	8203983	Colon-Ep	chr5:80476007-80476312	U	0.017	0.0	0.0	0.0	0.016	0.011	0.0	0.0	0.0	0.982	0.003	0.0	0.101	0.009	0.015	0.004	0.013	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.015	0.005	0.0
chr5	105502349	105502821	8359388	8359393	Smooth-Musc	chr5:105502349-105502821	U	0.0	0.0	0.4	0.0	0.0	0.167	0.13	0.0	0.0	0.0	0.208	0.0	0.4	0.0	0.0	0.143	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	NA	0.0	0.0	0.0	0.5	0.0
chr5	112953981	112954101	8409097	8409103	Kidney-Ep	chr5:112953981-112954101	U	0.037	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.012	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.102	0.0	0.0	0.013	0.0
chr5	118635509	118635758	8447215	8447229	Blood-T	chr5:118635509-118635758	U	0.026	0.006	0.066	0.007	0.063	0.102	0.991	0.0	0.0	0.003	0.012	0.02	0.131	0.0	0.008	0.013	0.006	0.006	0.013	0.014	0.0	0.0	0.041	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
chr5	123204556	123205221	8476445	8476451	Adipocytes	chr5:123204556-123205221	U	0.881	0.01	0.0	0.0	0.004	0.0	0.019	0.029	0.0	0.0	0.105	0.0	0.346	0.014	0.0	0.225	0.0	0.445	0.025	0.0	0.0	0.01	0.031	0.0	0.13	0.009	0.0	0.0	0.073	0.0	0.091	0.028	0.15	0.009	0.198	0.0
chr5	130707029	130707674	8528446	8528452	Kidney-Ep	chr5:130707029-130707674	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.875	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	132231880	132232257	8543824	8543830	Lung-Ep-Bron	chr5:132231880-132232257	U	0.167	0.0	0.0	0.0	0.0	0.125	0.0	0.059	0.0	0.0	0.018	0.0	0.167	0.143	0.0	0.143	0.0	0.0	0.0	0.0	0.071	0.941	0.316	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0
chr5	133081567	133081765	8553562	8553567	Pancreas-Duct	chr5:133081567-133081765	U	0.0	0.0	0.0	0.028	0.008	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.081	0.056	0.0	0.0	0.0	0.102	0.06	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.0	0.981	NA	0.018	0.0	0.0	0.079	0.0
chr5	134686461	134686575	8574847	8574856	Heart-Cardio	chr5:134686461-134686575	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.001	0.895	0.0	0.004	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	137712761	137712926	8601434	8601439	Pancreas-Beta	chr5:137712761-137712926	U	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.111	0.091	0.0	0.003	0.026	0.0	0.006	0.0	0.0	0.022	0.016	0.013	0.082	0.023	0.036	0.984	0.043	0.011	0.0	0.0	0.0	0.009	0.0	0.0
chr5	137933890	137933983	8605054	8605059	Small-Int-Ep	chr5:137933890-137933983	U	0.119	0.0	0.013	0.0	0.008	0.0	0.007	0.0	0.071	0.024	0.007	0.033	0.136	0.042	0.0	0.0	0.0	0.048	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.993	0.0	0.013
chr5	139627446	139627766	8626913	8626923	Gastric-Ep	chr5:139627446-139627766	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.975	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0
chr5	140058343	140059406	8632111	8632127	Eryth-prog	chr5:140058343-140059406	U	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0
chr5	145224022	145224184	8681967	8681972	Eryth-prog	chr5:145224022-145224184	U	0.0	0.01	0.0	0.014	0.003	0.017	0.0	0.0	0.0	0.0	0.004	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.016	0.0
chr5	145986293	145986488	8688971	8688979	Neuron	chr5:145986293-145986488	U	0.047	0.0	0.007	0.0	0.0	0.0	0.0	0.067	0.024	0.0	0.002	0.0	0.063	0.0	0.006	0.0	0.081	0.071	0.0	0.0	0.006	0.0	0.646	0.09	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0
chr5	153692596	153692857	8753439	8753446	Thyroid-Ep	chr5:153692596-153692857	U	0.0	0.023	0.016	0.0	0.0	0.012	0.003	0.0	0.0	0.0	0.0	0.0	0.087	0.0	0.0	0.012	0.0	0.011	0.031	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.99
chr5	170039130	170039387	8885385	8885390	Pancreas-Delta	chr5:170039130-170039387	U	0.0	0.025	0.047	0.0	0.016	0.029	0.035	0.0	0.017	0.0	0.014	0.065	0.158	0.032	0.029	0.013	0.053	0.095	0.005	0.0	0.032	0.0	0.009	0.0	0.014	0.0	0.205	0.128	0.865	0.0	0.0	0.0	0.0	0.0	0.146	0.016
chr5	171223147	171223508	8898357	8898366	Prostate-Ep	chr5:171223147-171223508	U	0.0	0.041	0.0	0.0	0.007	0.0	0.005	0.0	0.0	0.008	0.053	0.114	0.156	0.0	0.0	0.005	0.0	0.008	0.0	0.004	0.0	0.018	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.784	0.0	0.0	0.077	0.0
chr5	171320075	171320511	8899402	8899410	Megakaryocytes	chr5:171320075-171320511	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.857	0.0	0.0	0.0	0.0	0.0
chr5	172461534	172461942	8917119	8917129	Thyroid-Ep	chr5:172461534-172461942	U	0.008	0.027	0.034	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.004	0.0	0.031	0.0	0.0	0.002	0.007	0.0	0.076	0.0	0.009	0.0	0.007	0.008	0.0	0.0	0.049	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.985
chr5	173969345	173969504	8934974	8934980	Small-Int-Ep	chr5:173969345-173969504	U	0.0	0.0	0.0	0.0	0.007	0.0	0.015	0.0	0.0	0.0	0.012	0.0	0.174	0.027	0.0	0.014	0.0	0.069	0.005	0.029	0.0	0.0	0.004	0.0	0.0	0.139	0.0	0.0	0.036	0.0	0.0	0.016	0.034	0.986	0.036	0.0
chr5	174920572	174921016	8945057	8945068	Prostate-Ep	chr5:174920572-174921016	U	0.0	0.244	0.0	0.0	0.002	0.0	0.0	0.007	0.058	0.37	0.008	0.021	0.0	0.0	0.0	0.124	0.0	0.0	0.01	0.0	0.019	0.005	0.047	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.896	0.0	0.0	0.01	0.0
chr5	176260994	176261118	8966089	8966094	Pancreas-Beta	chr5:176260994-176261118	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.176	0.0	0.011	0.009	0.0	0.029	0.013	0.019	0.0	0.0	0.1	0.0	0.0	0.058	0.0	0.969	0.261	0.0	0.0	0.0	0.0	0.0	0.029	0.0
chr5	176696395	176696757	8973485	8973492	Pancreas-Acinar	chr5:176696395-176696757	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.042	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.026	0.059	0.0	0.0	0.0	0.0	0.0	0.0
chr5	176860929	176861253	8977083	8977104	Epid-Kerat	chr5:176860929-176861253	U	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.389	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	176919342	176919704	8978911	8978940	Breast-Basal-Ep	chr5:176919342-176919704	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.699	0.005	0.0	0.011	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.003	0.0
