chr	start	end	startCpG	endCpG	target	name	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Bone-Osteob	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Colon-Fibro	Dermal-Fibro	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gallbladder	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
chr5	71531669	71531860	8373981	8373988	Small-Int-Ep	chr5:71531669-71531860	U	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.807	0.006	0.0
chr5	72557837	72558092	8382705	8382710	Endothel	chr5:72557837-72558092	U	0.2	0.0	0.0	0.333	0.107	0.0	0.013	0.0	0.0	0.0	0.0	0.444	0.333	0.782	0.0	0.643	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.032	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.429	0.0	0.111	0.0
chr5	73020390	73020970	8386618	8386628	Pancreas-Alpha	chr5:73020390-73020970	U	0.0	0.0	0.0	0.0	0.0	0.006	0.002	0.0	0.0	0.0	0.0	0.024	0.0	0.001	0.0	0.012	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.003	0.008	0.0	0.0	0.0	0.0	0.005	0.939	0.066	0.056	0.006	0.0	0.0	0.0	0.022	0.009	0.0
chr5	75530312	75530878	8408724	8408731	Kidney-Ep	chr5:75530312-75530878	U	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.013	0.0	0.005	0.0	0.027	0.0	0.042	0.0	0.003	0.0	0.0	0.844	0.0	0.0	0.0	0.013	0.015	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.013	0.011
chr5	78524132	78524517	8436012	8436021	Endothel	chr5:78524132-78524517	U	0.394	0.005	0.0	0.0	0.019	0.0	0.011	0.048	0.012	0.0	0.0	0.125	0.135	0.727	0.0	0.04	0.0	0.026	0.0	0.01	0.027	0.15	0.016	0.017	0.004	0.0	0.002	0.026	0.069	0.0	0.0	0.0	0.0	0.006	0.0	0.011	0.078	0.008	0.07	0.008
chr5	78545582	78545801	8436283	8436289	Thyroid-Ep	chr5:78545582-78545801	U	0.01	0.024	0.0	0.0	0.004	0.0	0.005	0.0	0.017	0.0	0.0	0.11	0.075	0.0	0.0	0.167	0.0	0.0	0.0	0.002	0.0	0.008	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.992
chr5	81180188	81180493	8462093	8462101	Colon-Ep	chr5:81180188-81180493	U	0.023	0.0	0.0	0.0	0.017	0.018	0.0	0.037	0.0	0.0	0.968	0.0	0.021	0.003	0.0	0.082	0.008	0.0	0.008	0.004	0.011	0.025	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.022	0.0	0.015	0.0	0.0	0.0	0.0	0.025	0.013	0.009	0.0
chr5	94567529	94567915	8545948	8545956	Megakaryocytes	chr5:94567529-94567915	U	0.208	0.076	0.009	0.006	0.03	0.013	0.016	0.033	0.02	0.039	0.054	0.022	0.0	0.02	0.077	0.083	0.024	0.057	0.015	0.015	0.016	0.046	0.064	0.093	0.037	0.099	0.05	0.006	0.041	0.152	0.007	0.067	0.093	0.052	0.969	0.027	0.0	0.018	0.049	0.042
chr5	94568462	94569060	8545969	8545981	Megakaryocytes	chr5:94568462-94569060	U	0.157	0.088	0.017	0.008	0.015	0.005	0.013	0.023	0.023	0.021	0.048	0.008	0.03	0.023	0.051	0.156	0.033	0.018	0.02	0.023	0.0	0.05	0.043	0.049	0.021	0.015	0.041	0.0	0.026	0.161	0.015	0.029	0.039	0.049	0.973	0.031	0.007	0.018	0.049	0.016
chr5	100045811	100046164	8582603	8582612	Megakaryocytes	chr5:100045811-100046164	U	0.282	0.09	0.03	0.012	0.023	0.02	0.024	0.088	0.041	0.039	0.077	0.011	0.087	0.032	0.113	0.14	0.024	0.053	0.018	0.047	0.029	0.107	0.076	0.076	0.034	0.024	0.089	0.019	0.063	0.18	0.048	0.057	0.097	0.078	0.965	0.054	0.0	0.032	0.076	0.031
chr5	106166648	106167120	8617553	8617558	Smooth-Musc	chr5:106166648-106167120	U	0.0	0.0	0.286	0.0	0.059	0.083	0.172	0.0	0.0	0.0	0.0	0.0	NA	0.171	0.0	0.4	0.0	0.0	0.0	0.118	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0
chr5	119299814	119300063	8705383	8705397	Blood-T	chr5:119299814-119300063	U	0.021	0.021	0.059	0.005	0.061	0.107	0.988	0.0	0.0	0.0	0.0	0.19	0.0	0.009	0.036	0.131	0.0	0.0	0.007	0.016	0.004	0.011	0.013	0.009	0.0	0.005	0.046	0.0	0.0	0.005	0.0	0.0	0.0	0.006	0.0	0.0	0.009	0.0	0.0	0.0
chr5	131371602	131371981	8786613	8786618	Kidney-Ep	chr5:131371602-131371981	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	132896188	132896565	8801993	8801999	Lung-Ep-Bron	chr5:132896188-132896565	U	0.125	0.0	0.0	0.0	0.0	0.077	0.02	0.0	0.105	0.0	0.0	0.167	0.0	0.013	0.0	0.154	0.125	0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.059	0.957	0.292	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.111	0.0
chr5	133745876	133746074	8811731	8811736	Pancreas-Duct	chr5:133745876-133746074	U	0.0	0.0	0.0	0.018	0.006	0.0	0.003	0.105	0.0	0.043	0.0	0.0	0.0	0.003	0.0	0.145	0.033	0.1	0.0	0.0	0.0	0.088	0.052	0.0	0.0	0.0	0.0	0.0	0.059	0.019	0.0	0.0	0.0	0.984	0.0	0.025	0.0	0.014	0.059	0.0
chr5	134105400	134105516	8816217	8816222	Blood-T	chr5:134105400-134105516	U	0.008	0.031	0.097	0.016	0.081	0.28	0.861	0.0	0.029	0.0	0.089	0.128	0.0	0.019	0.0	0.212	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.078	0.0	0.0
chr5	135350771	135350885	8833017	8833026	Heart-Cardio	chr5:135350771-135350885	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.002	0.879	0.005	0.004	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	138377072	138377237	8859603	8859608	Pancreas-Beta	chr5:138377072-138377237	U	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.004	0.0	0.0	0.002	0.0	0.109	0.078	0.0	0.0	0.003	0.02	0.0	0.005	0.0	0.0	0.018	0.023	0.011	0.081	0.019	0.033	0.986	0.029	0.009	0.0	0.0	0.0	0.007	0.0	0.0
chr5	138598201	138598294	8863223	8863228	Small-Int-Ep	chr5:138598201-138598294	U	0.143	0.0	0.01	0.0	0.006	0.0	0.004	0.0	0.0	0.09	0.021	0.0	0.154	0.006	0.03	0.134	0.037	0.208	0.0	0.0	0.0	0.044	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.994	0.0	0.011
chr5	140247861	140248181	8885147	8885157	Gastric-Ep	chr5:140247861-140248181	U	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.001	0.0	0.007	0.0	0.0	0.968	0.002	0.006	0.006	0.003	0.0	0.0	0.0	0.004	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
chr5	140678758	140679821	8890345	8890361	Eryth-prog	chr5:140678758-140679821	U	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.014	0.0	0.0	0.015	0.972	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0
chr5	159269266	159269732	9054679	9054685	Pancreas-Delta	chr5:159269266-159269732	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.015	0.0	0.065	0.0	0.0	0.006	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.007	0.0	0.025	0.476	0.0	0.0	0.008	0.0	0.0	0.0	0.0
chr5	170612126	170612383	9143635	9143640	Pancreas-Delta	chr5:170612126-170612383	U	0.0	0.028	0.033	0.0	0.016	0.019	0.037	0.115	0.0	0.028	0.0	0.05	0.0	0.013	0.057	0.157	0.025	0.0	0.023	0.01	0.07	0.117	0.005	0.0	0.026	0.012	0.008	0.0	0.011	0.0	0.167	0.102	0.903	0.0	0.0	0.0	0.0	0.0	0.116	0.013
chr5	171796344	171796504	9156611	9156617	Prostate-Ep	chr5:171796344-171796504	U	0.0	0.0	0.0	0.008	0.007	0.0	0.006	0.0	0.0	0.01	0.007	0.011	0.0	0.064	0.156	0.143	0.0	0.0	0.0	0.005	0.0	0.015	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.107	0.0
chr5	171893071	171893507	9157653	9157661	Megakaryocytes	chr5:171893071-171893507	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.006	0.0
chr5	173972511	173972620	9187390	9187399	Kidney-Ep	chr5:173972511-173972620	U	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.752	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097	0.0	0.007	0.0	0.0	0.0	0.032
chr5	174542342	174542501	9193225	9193231	Small-Int-Ep	chr5:174542342-174542501	U	0.0	0.0	0.0	0.0	0.005	0.0	0.014	0.025	0.0	0.0	0.0	0.047	0.081	0.012	0.0	0.175	0.028	0.0	0.0	0.01	0.018	0.066	0.003	0.032	0.0	0.0	0.003	0.0	0.0	0.127	0.0	0.0	0.024	0.0	0.0	0.011	0.04	0.984	0.034	0.0
chr5	175493569	175494013	9203309	9203320	Prostate-Ep	chr5:175493569-175494013	U	0.0	0.249	0.0	0.0	0.002	0.0	0.0	0.217	0.005	0.059	0.354	0.069	0.103	0.01	0.019	0.0	0.0	0.0	0.0	0.114	0.0	0.0	0.009	0.0	0.016	0.004	0.047	0.0	0.022	0.0	0.0	0.0	0.008	0.0	0.0	0.88	0.0	0.0	0.009	0.0
chr5	177269394	177269756	9231737	9231744	Pancreas-Acinar	chr5:177269394-177269756	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.035	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.993	0.0	0.0	0.038	0.051	0.0	0.0	0.0	0.0	0.0	0.0
chr6	504172	504466	9317576	9317593	Heart-Cardio	chr6:504172-504466	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.014	0.039	0.0	0.0	0.001	0.001	0.946	0.009	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0
chr6	720637	720836	9320780	9320785	Prostate-Ep	chr6:720637-720836	U	0.0	0.233	0.0	0.011	0.0	0.0	0.0	0.188	0.014	0.0	0.021	0.014	0.0	0.0	0.0	0.059	0.066	0.0	0.0	0.035	0.0	0.051	0.027	0.006	0.0	0.106	0.0	0.0	0.108	0.0	0.014	0.0	0.0	0.0	0.0	0.814	0.0	0.0	0.016	0.03
chr6	2030403	2031131	9338900	9338909	Colon-Ep	chr6:2030403-2031131	U	0.0	0.023	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	1.0	0.038	0.0	0.004	0.0	0.167	0.0	0.0	0.134	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.188	0.071	0.02	0.0	0.0	0.0	0.0	0.075	0.018	0.0
chr6	2801060	2801177	9347202	9347207	Blood-Granul	chr6:2801060-2801177	U	0.011	0.03	0.0	0.958	0.025	0.0	0.003	0.0	0.0	0.0	0.008	0.032	0.0	0.0	0.0	0.102	0.0	0.0	0.0	0.016	0.0	0.011	0.0	0.0	0.0	0.01	0.0	0.0	0.011	0.019	0.0	0.0	0.0	0.0	0.083	0.0	0.159	0.0	0.006	0.0
chr6	4909655	4909863	9375939	9375947	Colon-Ep	chr6:4909655-4909863	U	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.02	0.0	0.026	0.992	0.016	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.003	0.0	0.028	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.347	0.114	0.017	0.0
chr6	14254722	14255015	9473751	9473760	Blood-B	chr6:14254722-14255015	U	0.006	0.005	0.931	0.0	0.029	0.027	0.002	0.0	0.0	0.0	0.0	0.288	0.0	0.02	0.0	0.155	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.004	0.0
chr6	17839508	17839796	9514754	9514761	Oligodend	chr6:17839508-17839796	U	0.083	0.0	0.0	0.0	0.003	0.0	0.015	0.0	0.066	0.0	0.0	0.153	0.0	0.002	0.0	0.09	0.0	0.0	0.0	0.0	0.009	0.016	0.0	0.0	0.0	0.0	0.04	0.927	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0
chr6	24781063	24782020	9575579	9575586	Pancreas-Duct	chr6:24781063-24782020	U	NA	0.0	0.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	0.0	NA	0.0	0.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
chr6	26545760	26545942	9593488	9593494	Blood-Mono+Macro	chr6:26545760-26545942	U	0.082	0.012	0.069	0.136	0.809	0.0	0.0	0.0	0.017	0.0	0.0	0.086	0.0	0.005	0.1	0.068	0.0	0.0	0.0	0.007	0.017	0.02	0.0	0.02	0.0	0.0	0.015	0.065	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.087	0.0	0.0	0.0
chr6	34810402	34810867	9709634	9709641	Bladder-Ep	chr6:34810402-34810867	U	0.0	0.855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.024	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0
chr6	35089361	35089698	9712930	9712943	Breast-Basal-Ep	chr6:35089361-35089698	U	0.016	0.0	0.006	0.0	0.003	0.0	0.002	0.0	0.805	0.008	0.0	0.0	0.011	0.031	0.024	0.052	0.0	0.0	0.0	0.003	0.0	0.004	0.022	0.038	0.002	0.003	0.01	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.005	0.0	0.005	0.0
chr6	36368919	36369102	9729744	9729752	Skeletal-Musc	chr6:36368919-36369102	U	0.007	0.0	0.0	0.022	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.144	0.0	0.0	0.0	0.002	0.007	0.023	0.005	0.0	0.004	0.139	0.018	0.012	0.0	0.028	0.0	0.0	0.009	0.007	0.0	0.0	0.596	0.005	0.059	0.0
chr6	37146714	37147172	9741415	9741424	Liver-Hep	chr6:37146714-37147172	U	0.0	0.0	0.0	0.0	0.011	0.01	0.0	0.029	0.0	0.0	0.003	0.015	0.0	0.003	0.0	0.071	0.0	0.0	0.0	0.004	0.0	0.017	0.022	0.886	0.0	0.0	0.003	0.0	0.008	0.007	0.0	0.01	0.009	0.0	0.0	0.0	0.0	0.0	0.018	0.008
chr6	42996291	42996451	9805842	9805852	Small-Int-Ep	chr6:42996291-42996451	U	0.0	0.011	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.0	0.02	0.0	0.0	0.004	0.002	0.006	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.013	0.0	0.0	0.0	0.006	0.0	0.805	0.0	0.0
chr6	52334637	52334754	9880204	9880209	Blood-Granul	chr6:52334637-52334754	U	0.012	0.007	0.007	0.928	0.016	0.013	0.0	0.0	0.0	0.022	0.005	0.03	0.034	0.002	0.0	0.069	0.0	0.0	0.005	0.006	0.0	0.01	0.004	0.005	0.006	0.009	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.261	0.0	0.007	0.0
chr6	63665467	63665709	9967913	9967918	Blood-B	chr6:63665467-63665709	U	0.0	0.0	0.902	0.0	0.008	0.027	0.02	0.0	0.0	0.0	0.0	0.115	0.0	0.01	0.0	0.12	0.042	0.0	0.0	0.007	0.0	0.0	0.014	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	70302443	70302600	10004526	10004533	Bone-Osteob	chr6:70302443-70302600	U	0.008	0.011	0.017	0.009	0.004	0.023	0.008	1.0	0.0	0.038	0.0	0.051	0.0	0.003	0.0	0.132	0.0	0.0	0.0	0.004	0.0	0.045	0.0	0.012	0.005	0.0	0.0	0.0	0.0	0.038	0.009	0.02	0.01	0.0	0.0	0.007	0.0	0.016	0.026	0.0
chr6	74862765	74863024	10038098	10038104	Prostate-Ep	chr6:74862765-74863024	U	0.0	0.0	0.0	0.024	0.01	0.0	0.002	0.0	0.0	0.0	0.007	0.043	0.0	0.002	0.0	0.194	0.0	0.0	0.007	0.01	0.0	0.0	0.005	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.755	0.0	0.0	0.025	0.0
chr6	75719014	75719846	10044475	10044486	Lung-Ep-Alveo	chr6:75719014-75719846	U	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.049	0.0	0.0	0.0	0.0	0.029	0.018	0.004	0.0	0.717	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0
chr6	83211659	83212045	10088540	10088546	Breast-Luminal-Ep	chr6:83211659-83212045	U	0.0	0.012	0.0	0.0	0.007	0.0	0.004	0.0	0.2	1.0	0.01	0.0	0.0	0.008	0.0	0.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.016	0.0	0.069	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.0
chr6	107067894	107068034	10248328	10248337	Gastric-Ep	chr6:107067894-107068034	U	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.11	0.0	0.064	0.959	0.009	0.0	0.011	0.0	0.0	0.062	0.015	0.0	0.0	0.0	0.005	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.004	0.013	0.0
chr6	110951664	110951996	10287368	10287379	Gallbladder	chr6:110951664-110951996	U	0.015	0.004	0.0	0.005	0.011	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.04	0.038	0.981	0.0	0.001	0.0	0.0	0.024	0.013	0.003	0.0	0.002	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.003	0.004	0.0
chr6	118833518	118833864	10342165	10342173	Gastric-Ep	chr6:118833518-118833864	U	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.03	0.001	0.0	0.111	0.044	0.091	0.987	0.006	0.007	0.0	0.003	0.0	0.022	0.059	0.0	0.0	0.047	0.038	0.047	0.017	0.04	0.0	0.0	0.006	0.0	0.033	0.019	0.0
chr6	126015205	126015510	10388295	10388302	Gastric-Ep	chr6:126015205-126015510	U	0.0	0.0	0.0	0.0	0.006	0.0	0.005	0.0	0.009	0.0	0.004	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.971	0.005	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0
chr6	133976627	133976771	10442600	10442606	Liver-Hep	chr6:133976627-133976771	U	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.953	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.01
chr6	143125912	143126266	10515333	10515339	Bone-Osteob	chr6:143125912-143126266	U	0.025	0.0	0.0	0.0	0.003	0.011	0.0	0.964	0.0	0.0	0.0	0.0	0.083	0.021	0.0	0.094	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
chr6	148381155	148381687	10554250	10554256	Adipocytes	chr6:148381155-148381687	U	1.0	0.0	0.105	0.0	0.051	0.0	0.026	0.0	0.0	0.0	0.0	0.111	0.667	0.264	0.0	0.381	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.15	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.176	0.0
chr6	149547056	149547293	10566237	10566252	Kidney-Ep	chr6:149547056-149547293	U	0.0	0.0	0.029	0.005	0.005	0.0	0.004	0.021	0.027	0.0	0.036	0.063	0.0	0.005	0.0	0.005	0.0	0.0	0.0	0.0	0.004	0.006	0.741	0.003	0.0	0.005	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
chr6	150799734	150799940	10582030	10582037	Adipocytes	chr6:150799734-150799940	U	0.575	0.012	0.0	0.0	0.011	0.0	0.0	0.0	0.009	0.0	0.0	0.024	0.182	0.035	0.027	0.07	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.004	0.0	0.0	0.003	0.006	0.0	0.011	0.009	0.021	0.0	0.0	0.0	0.006	0.093	0.0	0.034	0.0
chr6	151096652	151097232	10586169	10586178	Lung-Ep-Bron	chr6:151096652-151097232	U	0.074	0.0	0.0	0.012	0.007	0.0	0.0	0.0	0.009	0.0	0.009	0.0	0.0	0.0	0.0	0.102	0.012	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.068	0.975	0.004	0.0	0.007	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022
chr6	151262022	151262251	10588429	10588438	Lung-Ep-Alveo	chr6:151262022-151262251	U	0.0	0.0	0.0	0.0	0.012	0.006	0.001	0.0	0.0	0.006	0.002	0.034	0.022	0.015	0.039	0.164	0.0	0.0	0.006	0.018	0.017	0.072	0.0	0.0	0.878	0.025	0.004	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.012
chr6	154459537	154459977	10615711	10615718	Bone-Osteob	chr6:154459537-154459977	U	0.0	0.0	0.0	0.175	0.02	0.0	0.006	0.857	0.0	0.0	0.0	0.093	0.098	0.002	0.0	0.15	0.0	0.0	0.0	0.003	0.0	0.012	0.042	0.016	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.016	0.0
chr6	154956984	154957464	10621493	10621502	Thyroid-Ep	chr6:154956984-154957464	U	0.0	0.03	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.004	0.011	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.982
chr6	155036860	155037246	10622879	10622887	Adipocytes	chr6:155036860-155037246	U	0.687	0.0	0.0	0.0	0.0	0.0	0.011	0.067	0.19	0.0	0.0	0.019	0.037	0.201	0.037	0.146	0.0	0.0	0.003	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.068	0.0
chr6	160079556	160080020	10682905	10682926	Liver-Hep	chr6:160079556-160080020	U	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.009	0.0	0.002	0.012	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.96	0.0	0.002	0.024	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.014	0.0	0.0	0.0	0.0
chr6	161742102	161742500	10700814	10700822	Head-Neck-Ep	chr6:161742102-161742500	U	0.0	0.053	0.085	0.022	0.008	0.014	0.019	0.0	0.0	0.0	0.0	0.094	0.0	0.011	0.0	0.188	0.0	0.0	0.0	0.749	0.0	0.049	0.018	0.0	0.012	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0
chr6	169167682	169167797	10795711	10795721	Heart-Fibro	chr6:169167682-169167797	U	0.006	0.0	0.006	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.003	0.0	0.023	0.087	0.0	0.158	0.009	0.0	0.002	0.0	0.0	0.918	0.005	0.007	0.004	0.006	0.0	0.0	0.0	0.023	0.022	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.041	0.007
chr6	169168764	169169045	10795764	10795778	Heart-Fibro	chr6:169168764-169169045	U	0.0	0.0	0.0	0.007	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.017	0.016	0.061	0.0	0.12	0.034	0.0	0.006	0.004	0.03	0.926	0.016	0.029	0.012	0.003	0.0	0.003	0.0	0.073	0.112	0.038	0.051	0.007	0.0	0.0	0.006	0.003	0.103	0.0
