chr	start	end	startCpG	endCpG	target	name	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
chr1	42505787	42506136	671522	671536	Pancreas-Acinar	chr1:42505787-42506136	U	0.0	0.004	0.004	0.0	0.003	0.0	0.001	0.006	0.006	0.0	0.0	0.047	0.064	0.005	0.015	0.018	0.0	0.005	0.008	0.0	0.017	0.022	0.0	0.0	0.01	0.962	0.023	0.018	0.054	0.062	0.0	0.037	0.007	0.003	0.01	0.166
chr1	42593479	42593638	672135	672140	Breast-Luminal-Ep	chr1:42593479-42593638	U	0.0	0.032	0.0	0.0	0.0	0.0	0.004	0.436	0.71	0.0	0.027	0.182	0.132	0.0	0.007	0.013	0.0	0.06	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.464	0.0	0.0	0.094	0.0
chr1	42621305	42621503	672514	672519	Smooth-Musc	chr1:42621305-42621503	U	0.071	0.071	0.125	0.0	0.0	0.158	0.101	0.1	0.111	0.0	0.099	0.25	0.25	0.071	0.06	0.087	0.0	0.647	0.05	0.0	0.095	0.111	0.0	0.0	0.095	0.048	0.0	0.0	0.0	0.0	NA	0.0	0.133	0.1	0.765	0.0
chr1	43289831	43289974	679525	679534	Eryth-prog	chr1:43289831-43289974	U	0.036	0.0	0.0	0.0	0.004	0.014	0.002	0.0	0.0	0.005	0.021	0.0	1.0	0.06	0.004	0.025	0.0	0.026	0.079	0.032	0.13	0.0	0.011	0.0	0.023	0.082	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.009	0.064
chr1	43436110	43436343	681380	681385	Pancreas-Beta	chr1:43436110-43436343	U	0.042	0.019	0.0	0.0	0.0	0.0	0.009	0.0	0.029	0.0	0.0	0.0	0.044	0.0	0.0	0.026	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.043	0.034	0.0	0.676	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.036
chr1	43863736	43864549	687107	687118	Eryth-prog	chr1:43863736-43864549	U	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	44059026	44059320	690179	690186	Blood-NK	chr1:44059026-44059320	U	0.0	0.0	0.037	0.0	0.029	0.932	0.117	0.0	0.0	0.0	0.004	0.0	0.254	0.0	0.0	0.004	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0
chr1	44182518	44182785	692266	692273	Skeletal-Musc	chr1:44182518-44182785	U	0.338	0.023	0.0	0.284	0.022	0.0	0.002	0.0	0.0	0.0	0.028	0.0	0.055	0.0	0.0	0.036	0.0	0.011	0.0	0.006	0.0	0.0	0.014	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.143	0.018	0.639	0.0	0.268	0.0
chr1	44305551	44306420	693409	693424	Lung-Ep-Bron	chr1:44305551-44306420	U	0.0	0.06	0.0	0.0	0.005	0.07	0.062	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.008	0.008	0.0	0.012	0.0	0.0	0.045	0.604	0.002	0.0	0.0	0.0	0.0	0.009	0.007	0.0	0.0	0.043	0.0	0.0	0.0	0.0
chr1	44762742	44763112	699491	699497	Pancreas-Delta	chr1:44762742-44763112	U	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.032	0.149	0.161	0.026	0.022	0.009	0.04	0.012	0.009	0.007	0.056	0.111	0.396	0.032	0.0	0.441	0.253	0.771	0.0	0.0	0.052	0.357	0.006	0.032	0.0
chr1	44786010	44786814	699703	699717	Pancreas-Delta	chr1:44786010-44786814	U	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.033	0.0	0.018	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.269	0.987	0.0	0.0	0.009	0.0	0.0	0.13	0.0
chr1	45160336	45160768	704743	704750	Blood-B	chr1:45160336-45160768	U	0.0	0.0	0.981	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.037	0.013	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0
chr1	45236864	45237163	706145	706152	Pancreas-Duct	chr1:45236864-45237163	U	0.0	0.0	0.0	0.0	0.005	0.0	0.003	0.021	0.0	0.027	0.025	0.0	0.062	0.019	0.028	0.009	0.016	0.018	0.0	0.0	0.0	0.0	0.015	0.0	0.04	0.282	0.377	0.25	0.368	0.908	NA	0.0	0.121	0.042	0.014	0.0
chr1	45542837	45543022	710595	710600	Head-Neck-Ep	chr1:45542837-45543022	U	0.048	0.125	0.0	0.0	0.005	0.0	0.003	0.0	0.026	0.0	0.0	0.562	0.143	0.0	0.03	0.893	0.0	0.02	0.0	0.0	0.015	0.321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.194	0.0	0.012	0.024	0.0
chr1	45558202	45558523	710729	710736	Small-Int-Ep	chr1:45558202-45558523	U	0.0	0.012	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.1	0.0	0.0	0.0	0.0	0.018	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.035	0.079	0.154	0.0	0.0	0.0	0.0	0.755	0.035	0.0
chr1	45571568	45571803	710863	710885	Megakaryocytes	chr1:45571568-45571803	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333	0.0	0.0	0.0	0.024	0.0
chr1	45581529	45581783	711047	711062	Thyroid-Ep	chr1:45581529-45581783	U	0.0	0.006	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.717
chr1	46087002	46087125	717204	717210	Endothel	chr1:46087002-46087125	U	0.453	0.011	0.0	0.109	0.158	0.017	0.0	0.085	0.012	0.01	0.724	0.0	0.079	0.0	0.003	0.027	0.021	0.015	0.013	0.0	0.0	0.0	0.034	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.016	0.065	0.0	0.041	0.0
chr1	46131210	46131670	717786	717798	Kidney-Ep	chr1:46131210-46131670	U	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.027	0.04	0.0	0.0	0.0	0.0	0.801	0.0	0.0	0.0	0.003	0.0	0.089	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.385
chr1	46386901	46387053	720972	720977	Blood-NK	chr1:46386901-46387053	U	0.0	0.0	0.015	0.0	0.0	0.733	0.019	0.0	0.02	0.008	0.0	0.0	0.049	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.013	0.0
chr1	46483872	46484335	721816	721822	Blood-Mono+Macro	chr1:46483872-46484335	U	0.0	0.0	0.0	0.0	0.545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	0.0	0.0	0.0	0.0
chr1	46547008	46547184	722445	722452	Endothel	chr1:46547008-46547184	U	0.343	0.008	0.0	0.0	0.039	0.0	0.001	0.107	0.196	0.004	0.682	0.0	0.16	0.0	0.006	0.01	0.092	0.063	0.012	0.018	0.0	0.007	0.267	0.313	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.016	0.129	0.006	0.052	0.0
chr1	46660025	46660532	723753	723763	Breast-Basal-Ep	chr1:46660025-46660532	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.798	0.043	0.0	0.005	0.08	0.108	0.011	0.003	0.014	0.0	0.01	0.063	0.0	0.13	0.059	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023
chr1	46949367	46949430	728523	728529	Pancreas-Duct	chr1:46949367-46949430	U	0.053	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.012	0.0	0.055	0.0	0.093	0.02	0.003	0.0	0.0	0.071	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.121	0.082	0.014	0.979	0.0	0.0	0.031	0.0	0.045	0.0
chr1	46949440	46949595	728529	728535	Pancreas-Duct	chr1:46949440-46949595	U	0.009	0.0	0.011	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.043	0.0	0.113	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.918	0.0	0.0	0.032	0.0	0.053	0.0
chr1	47702978	47703105	735561	735566	Megakaryocytes	chr1:47702978-47703105	U	0.182	0.0	0.0	0.231	0.186	0.023	0.008	0.0	0.045	0.0	0.238	0.0	0.39	0.0	0.005	0.017	0.0	0.013	0.012	0.014	0.0	0.0	0.023	0.05	0.0	0.045	0.05	0.024	0.0	0.016	1.0	0.013	0.025	0.0	0.041	0.0
chr1	47705407	47705598	735589	735595	Megakaryocytes	chr1:47705407-47705598	U	0.077	0.082	0.038	0.019	0.007	0.087	0.039	0.0	0.0	0.0	0.011	0.0	0.157	0.03	0.004	0.048	0.0	0.189	0.005	0.0	0.011	0.01	0.005	0.013	0.012	0.064	0.055	0.0	0.023	0.0	0.4	0.0	0.098	0.0	0.153	0.0
chr1	47905855	47906213	738700	738708	Colon-Ep	chr1:47905855-47906213	U	0.015	0.009	0.0	0.0	0.013	0.0	0.009	0.0	0.012	1.0	0.106	0.033	0.183	0.167	0.003	0.002	0.188	0.021	0.04	0.082	0.0	0.0	0.064	0.047	0.0	0.008	0.044	0.012	0.052	0.0	0.0	0.007	0.014	0.007	0.076	0.0
chr1	47906850	47907734	738713	738719	Colon-Ep	chr1:47906850-47907734	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	47907972	47908445	738721	738726	Colon-Ep	chr1:47907972-47908445	U	0.25	0.0	0.0	0.0	0.028	0.0	0.026	0.0	0.0	1.0	0.0	0.0	0.273	0.333	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	48167839	48168244	741602	741609	Colon-Ep	chr1:48167839-48168244	U	0.0	0.011	0.0	0.0	0.012	0.0	0.007	0.0	0.0	0.971	0.002	0.0	0.094	0.0	0.014	0.0	0.0	0.024	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.021	0.0
chr1	49182257	49182692	750422	750431	Lung-Ep-Alveo	chr1:49182257-49182692	U	0.026	0.006	0.0	0.012	0.003	0.0	0.013	0.0	0.0	0.0	0.003	0.045	0.144	0.0	0.003	0.0	0.409	0.117	0.0	0.005	0.94	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0
chr1	51120681	51121120	762680	762690	Lung-Ep-Alveo	chr1:51120681-51121120	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	51320582	51320733	764349	764354	Endothel	chr1:51320582-51320733	U	0.5	0.0	0.0	0.0	0.013	0.0	0.0	0.034	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.013	0.051	0.013	0.018	0.016	0.0	0.0	0.064	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.043	0.014
chr1	51686286	51686762	767657	767662	Head-Neck-Ep	chr1:51686286-51686762	U	NA	0.0	0.0	NA	0.0	0.0	0.0	NA	NA	0.0	0.0	NA	0.0	0.0	0.0	0.75	NA	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	0.0	0.0	0.0	NA	0.0	NA	0.0	0.0	NA	0.0	0.0
chr1	51695696	51695900	767749	767755	Blood-Mono+Macro	chr1:51695696-51695900	U	0.086	0.01	0.0	0.284	0.739	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.005	0.017	0.026	0.013	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109	0.0	0.015	0.031
chr1	51792396	51792641	769017	769023	Heart-Cardio	chr1:51792396-51792641	U	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.138	0.0	0.0	0.0	0.148	0.0	0.0	0.006	0.955	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	52541390	52541633	776498	776507	Eryth-prog	chr1:52541390-52541633	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.02	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0
chr1	52672410	52672523	778089	778096	Gastric-Ep	chr1:52672410-52672523	U	0.0	0.081	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.118	0.0	0.763	0.003	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	52811772	52812195	779409	779417	Head-Neck-Ep	chr1:52811772-52812195	U	0.015	0.01	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.015	0.0	0.127	0.0	0.0	0.751	0.0	0.027	0.006	0.0	0.009	0.014	0.01	0.0	0.0	0.0	0.016	0.0	0.018	0.0	0.0	0.108	0.0	0.0	0.055	0.0
chr1	53286676	53286943	785384	785389	Liver-Hep	chr1:53286676-53286943	U	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.057	0.0	0.0	0.0	0.0	0.0	0.011	0.821	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0
chr1	53796001	53796530	792712	792722	Blood-Granul	chr1:53796001-53796530	U	0.0	0.019	0.0	0.988	0.114	0.0	0.0	0.0	0.019	0.0	0.005	0.0	0.072	0.0	0.0	0.0	0.0	0.015	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.024	0.0	0.25	0.0	0.149	0.0	0.0	0.0
chr1	53953114	53953284	794933	794939	Skeletal-Musc	chr1:53953114-53953284	U	0.019	0.03	0.0	0.0	0.005	0.013	0.005	0.0	0.024	0.004	0.05	0.029	0.167	0.0	0.017	0.052	0.008	0.054	0.004	0.02	0.012	0.024	0.027	0.059	0.17	0.174	0.0	0.013	0.0	0.008	0.0	0.014	0.648	0.006	0.08	0.0
chr1	53995480	53995661	795756	795766	Epid-Kerat	chr1:53995480-53995661	U	0.0	0.007	0.021	0.0	0.008	0.011	0.005	0.0	0.0	0.0	0.005	0.725	0.11	0.0	0.014	0.022	0.0	0.024	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.007	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.005	0.017	0.009
chr1	54436299	54437023	801260	801275	Lung-Ep-Bron	chr1:54436299-54437023	U	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.109	0.0	0.004	0.0	0.0	0.163	0.947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0
chr1	54554193	54554673	802554	802562	Lung-Ep-Alveo	chr1:54554193-54554673	U	0.071	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.077	0.233	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.933	0.094	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0
chr1	54584079	54584345	802841	802847	Oligodend	chr1:54584079-54584345	U	0.095	0.028	0.0	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.025	0.0	0.171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.033	0.087	0.905	0.032	0.097	0.043	0.0	0.0	0.0	NA	0.0	0.0	0.024	0.103	0.15
chr1	54600014	54600298	803127	803133	Ovary-Ep	chr1:54600014-54600298	U	0.027	0.03	0.081	0.0	0.045	0.031	0.078	0.0	0.0	0.0	0.011	0.0	0.094	0.281	0.007	0.052	0.0	0.0	0.0	0.0	0.021	0.048	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.034	0.346
chr1	54805307	54805623	806344	806355	Gastric-Ep	chr1:54805307-54805623	U	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.933	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.011	0.0	0.015	0.0
chr1	55096065	55096322	811205	811214	Head-Neck-Ep	chr1:55096065-55096322	U	0.007	0.105	0.084	0.0	0.022	0.027	0.039	0.047	0.129	0.015	0.016	0.125	0.21	0.0	0.0	0.945	0.005	0.03	0.0	0.0	0.017	0.309	0.0	0.006	0.106	0.005	0.007	0.0	0.0	0.0	0.0	0.082	0.009	0.053	0.031	0.0
chr1	55097881	55097980	811246	811253	Endothel	chr1:55097881-55097980	U	0.485	0.023	0.0	0.03	0.034	0.0	0.008	0.028	0.0	0.0	0.693	0.0	0.164	0.0	0.003	0.01	0.0	0.079	0.007	0.008	0.013	0.0	0.015	0.0	0.0	0.007	0.0	0.01	0.0	0.0	0.0	0.0	0.109	0.0	0.112	0.0
chr1	55372143	55372285	814639	814645	Thyroid-Ep	chr1:55372143-55372285	U	0.0	0.014	0.015	0.0	0.0	0.011	0.006	0.0	0.0	0.0	0.002	0.0	0.22	0.0	0.003	0.028	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.985
chr1	55389718	55390140	814858	814868	Epid-Kerat	chr1:55389718-55390140	U	0.0	0.011	0.006	0.0	0.002	0.008	0.005	0.0	0.0	0.003	0.0	0.702	0.171	0.0	0.0	0.005	0.0	0.032	0.033	0.097	0.0	0.058	0.003	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0
chr1	55532709	55532783	816923	816929	Heart-Cardio	chr1:55532709-55532783	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.923	0.009	0.004	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.02	0.013	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0
chr1	55667004	55667231	817911	817920	Skeletal-Musc	chr1:55667004-55667231	U	0.0	0.0	0.0	0.0	0.003	0.0	0.017	0.0	0.014	0.0	0.0	0.0	0.01	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.641	0.0	0.0	0.0
chr1	55766969	55767205	818976	818981	Megakaryocytes	chr1:55766969-55767205	U	0.0	0.0	0.0	0.0	0.014	0.133	0.027	0.0	0.0	0.0	0.028	0.1	0.464	0.0	0.0	0.041	0.0	0.13	0.0	0.0	0.0	0.056	0.0	0.0	0.04	0.121	0.0	0.0	0.059	0.0	0.667	0.0	0.091	0.0	0.121	0.0
chr1	56392964	56393055	822781	822787	Breast-Luminal-Ep	chr1:56392964-56393055	U	0.0	0.0	0.0	0.0	0.006	0.0	0.015	0.352	0.869	0.0	0.003	0.32	0.178	0.0	0.003	0.027	0.0	0.01	0.005	0.005	0.0	0.052	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0
chr1	56703370	56704240	824485	824491	Pancreas-Alpha	chr1:56703370-56704240	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	56877569	56877943	825640	825647	Endothel	chr1:56877569-56877943	U	0.358	0.022	0.0	0.0	0.028	0.0	0.003	0.026	0.0	0.0	0.734	0.0	0.186	0.035	0.003	0.017	0.029	0.505	0.004	0.026	0.0	0.009	0.085	0.204	0.009	0.015	0.0	0.0	0.0	0.0	0.0	0.016	0.073	0.0	0.042	0.0
chr1	57046407	57046901	827303	827317	Thyroid-Ep	chr1:57046407-57046901	U	0.0	0.01	0.0	0.0	0.005	0.0	0.019	0.0	0.0	0.0	0.002	0.016	0.128	0.0	0.0	0.0	0.084	0.019	0.007	0.0	0.008	0.0	0.05	0.0	0.0	0.004	0.0	0.007	0.0	0.0	0.0	0.0	0.027	0.0	0.004	0.933
chr1	58005819	58006117	834238	834243	Lung-Ep-Bron	chr1:58005819-58006117	U	0.0	0.1	0.031	0.042	0.02	0.0	0.0	0.0	0.0	0.034	0.035	0.0	0.37	0.0	0.228	0.193	0.038	0.259	0.0	0.0	0.083	0.927	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.054	0.118	0.024	0.229	0.0
chr1	59636210	59636651	846647	846652	Pancreas-Duct	chr1:59636210-59636651	U	NA	0.0	0.0	NA	0.0	NA	0.0	0.0	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	NA	1.0	NA	NA	0.0	1.0	NA	0.0	NA	0.0	0.0	0.0
chr1	59696916	59697147	846983	846988	Pancreas-Alpha	chr1:59696916-59697147	U	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.234	0.0	0.0	0.0	0.0	0.02	0.007	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.687	0.083	0.061	0.0	NA	0.0	0.0	0.017	0.013	0.0
chr1	60046062	60046410	849408	849413	Blood-Mono+Macro	chr1:60046062-60046410	U	0.0	0.0	0.167	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.034	NA	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	60233333	60234021	850832	850837	Pancreas-Beta	chr1:60233333-60234021	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	61047836	61048267	855645	855655	Fallopian-Ep	chr1:61047836-61048267	U	0.0	0.005	0.126	0.0	0.011	0.007	0.012	0.0	0.0	0.0	0.011	0.018	0.197	0.797	0.091	0.032	0.006	0.021	0.016	0.019	0.005	0.0	0.002	0.0	0.107	0.075	0.0	0.008	0.0	0.017	0.0	0.0	0.0	0.0	0.071	0.026
chr1	61105704	61106011	855981	856007	Prostate-Ep	chr1:61105704-61106011	U	0.0	0.412	0.007	0.0	0.004	0.0	0.001	0.005	0.006	0.212	0.001	0.016	0.046	0.005	0.071	0.125	0.012	0.004	0.004	0.0	0.003	0.004	0.0	0.0	0.0	0.0	0.0	0.006	0.013	0.0	0.0	0.844	0.0	0.103	0.013	0.011
chr1	61411507	61411976	857954	857960	Pancreas-Alpha	chr1:61411507-61411976	U	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	NA	0.0	0.0	0.0	0.0	0.0
chr1	61729101	61729405	861254	861261	Gastric-Ep	chr1:61729101-61729405	U	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.121	0.0	0.949	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	61859284	61859909	862333	862338	Lung-Ep-Bron	chr1:61859284-61859909	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	62061480	62061818	863944	863949	Blood-NK	chr1:62061480-62061818	U	NA	0.0	0.0	0.0	0.0	0.75	0.133	0.0	0.0	0.0	0.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	NA	0.0	NA	0.0	0.0	0.0
chr1	62878100	62878279	872952	872957	Pancreas-Alpha	chr1:62878100-62878279	U	0.009	0.0	0.18	0.016	0.005	0.0	0.002	0.0	0.0	0.0	0.016	0.067	0.11	0.0	0.006	0.007	0.0	0.092	0.003	0.0	0.007	0.023	0.162	0.039	0.0	0.026	0.906	0.14	0.049	0.0	0.0	0.0	0.011	0.007	0.036	0.034
chr1	63172493	63172635	875613	875619	Gastric-Ep	chr1:63172493-63172635	U	0.0	0.0	0.0	0.012	0.003	0.0	0.002	0.0	0.0	0.005	0.006	0.0	0.101	0.0	0.948	0.003	0.0	0.0	0.265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	63218470	63219082	876000	876016	Thyroid-Ep	chr1:63218470-63219082	U	0.0	0.022	0.0	0.004	0.0	0.0	0.003	0.0	0.0	0.0	0.008	0.0	0.097	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.97
